osmid,y,x,street_count,highway,ref,geometry
10207412158,41.3225284,2.0250638,2,,,POINT (2.0250638 41.3225284)
10207412159,41.3221018,2.0282149,1,,,POINT (2.0282149 41.3221018)
10207412160,41.3226304,2.0275287,3,,,POINT (2.0275287 41.3226304)
10207412162,41.3233575,2.0242559,2,,,POINT (2.0242559 41.3233575)
10207412163,41.3233519,2.0254929,2,,,POINT (2.0254929 41.3233519)
10207683466,41.3231527,2.0300871,2,crossing,,POINT (2.0300871 41.3231527)
10207683469,41.3232563,2.0299441,2,crossing,,POINT (2.0299441 41.3232563)
10207683471,41.3232777,2.029974,2,traffic_signals,,POINT (2.029974 41.3232777)
10207683472,41.3231758,2.0301175,2,traffic_signals,,POINT (2.0301175 41.3231758)
10207683473,41.322947,2.0300086,2,traffic_signals,,POINT (2.0300086 41.322947)
10207722378,41.3222384,2.0288513,2,traffic_signals,,POINT (2.0288513 41.3222384)
10207722380,41.322166,2.0290152,2,crossing,,POINT (2.0290152 41.322166)
10207722381,41.3222625,2.028885,2,crossing,,POINT (2.028885 41.3222625)
10209849487,41.3190359,2.0246085,2,traffic_signals,,POINT (2.0246085 41.3190359)
10209849488,41.3190019,2.0245631,2,crossing,,POINT (2.0245631 41.3190019)
10209849492,41.3197627,2.0255978,2,crossing,,POINT (2.0255978 41.3197627)
10209849493,41.3197782,2.02557,2,crossing,,POINT (2.02557 41.3197782)
10209849495,41.3197221,2.0255258,2,traffic_signals,,POINT (2.0255258 41.3197221)
10209914027,41.3179322,2.0231324,2,crossing,,POINT (2.0231324 41.3179322)
10209914031,41.3181248,2.0233843,2,crossing,,POINT (2.0233843 41.3181248)
10209916914,41.3212295,2.0274873,2,crossing,,POINT (2.0274873 41.3212295)
10209916916,41.3217119,2.0284095,2,,,POINT (2.0284095 41.3217119)
10209918518,41.3217678,2.0284849,2,crossing,,POINT (2.0284849 41.3217678)
10209918521,41.3218753,2.0283474,2,crossing,,POINT (2.0283474 41.3218753)
10209918523,41.3219129,2.0283976,2,traffic_signals,,POINT (2.0283976 41.3219129)
10209918932,41.3198067,2.0258249,2,,,POINT (2.0258249 41.3198067)
10209981319,41.3172865,2.0223711,2,traffic_signals,,POINT (2.0223711 41.3172865)
10209998490,41.3156729,2.0207434,2,traffic_signals,,POINT (2.0207434 41.3156729)
10209998495,41.3159442,2.0210149,2,crossing,,POINT (2.0210149 41.3159442)
10209998497,41.3159174,2.0209886,2,traffic_signals,,POINT (2.0209886 41.3159174)
10209998500,41.3164815,2.0215392,2,crossing,,POINT (2.0215392 41.3164815)
10210008625,41.3151875,2.0202239,2,,,POINT (2.0202239 41.3151875)
10210008628,41.3154685,2.0205033,2,crossing,,POINT (2.0205033 41.3154685)
10210093703,41.3118689,2.0168495,2,crossing,,POINT (2.0168495 41.3118689)
10210093708,41.3125565,2.0175352,2,crossing,,POINT (2.0175352 41.3125565)
10210093712,41.3133828,2.0183809,2,traffic_signals,,POINT (2.0183809 41.3133828)
10210126420,41.3134074,2.0184048,2,crossing,,POINT (2.0184048 41.3134074)
10210126422,41.3137583,2.0187421,2,traffic_signals,,POINT (2.0187421 41.3137583)
10210126423,41.3139102,2.0189473,2,traffic_signals,,POINT (2.0189473 41.3139102)
10210126425,41.3138648,2.018903,2,crossing,,POINT (2.018903 41.3138648)
10210126431,41.3144894,2.019523,2,crossing,,POINT (2.019523 41.3144894)
10210126434,41.3149775,2.0200147,2,crossing,,POINT (2.0200147 41.3149775)
10210143580,41.3100808,2.015049,2,crossing,,POINT (2.015049 41.3100808)
10210143583,41.3107322,2.0157123,2,crossing,,POINT (2.0157123 41.3107322)
10210143587,41.3109608,2.015939,2,crossing,,POINT (2.015939 41.3109608)
10210154919,41.3083489,2.0133178,2,crossing,,POINT (2.0133178 41.3083489)
10210154922,41.3092356,2.0142158,2,crossing,,POINT (2.0142158 41.3092356)
10210154926,41.309433,2.014416,2,crossing,,POINT (2.014416 41.309433)
10212134068,41.3068066,2.0117318,2,crossing,,POINT (2.0117318 41.3068066)
10212134071,41.3076981,2.0126344,2,crossing,,POINT (2.0126344 41.3076981)
10292121190,41.3191533,2.0247654,2,milestone,C-245,POINT (2.0247654 41.3191533)
10840344509,41.3235355,2.0257291,1,,,POINT (2.0257291 41.3235355)
10840344511,41.3227957,2.0289167,2,,,POINT (2.0289167 41.3227957)
10922264961,41.3188419,2.0210437,2,crossing,,POINT (2.0210437 41.3188419)
10982830804,41.2876436,2.0550403,2,crossing,,POINT (2.0550403 41.2876436)
11037629855,41.295524,2.0395148,2,bus_stop,112250,POINT (2.0395148 41.295524)
11073040757,41.3183981,2.0237463,2,,,POINT (2.0237463 41.3183981)
11073040758,41.3186838,2.0241129,2,,,POINT (2.0241129 41.3186838)
11073040759,41.3187432,2.0241988,2,,,POINT (2.0241988 41.3187432)
11073040760,41.3121294,2.017099,2,,,POINT (2.017099 41.3121294)
11073040761,41.3119914,2.0169635,2,,,POINT (2.0169635 41.3119914)
11073040762,41.3112135,2.0161835,2,,,POINT (2.0161835 41.3112135)
11073040766,41.3131912,2.0181848,2,,,POINT (2.0181848 41.3131912)
11275900885,41.3217873,2.0279559,2,crossing,,POINT (2.0279559 41.3217873)
11278316912,41.3224305,2.0288511,2,traffic_signals,,POINT (2.0288511 41.3224305)
11278316914,41.3219741,2.0282155,2,,,POINT (2.0282155 41.3219741)
11278316916,41.3213356,2.0273436,2,,,POINT (2.0273436 41.3213356)
11333547171,41.3199246,2.0254448,1,,,POINT (2.0254448 41.3199246)
11333547174,41.3200513,2.0261603,1,crossing,,POINT (2.0261603 41.3200513)
11333547178,41.3201167,2.0256997,2,,,POINT (2.0256997 41.3201167)
11333547180,41.3198166,2.0255921,2,crossing,,POINT (2.0255921 41.3198166)
11333547181,41.3197839,2.0256367,2,crossing,,POINT (2.0256367 41.3197839)
11333547182,41.3201285,2.0260528,2,crossing,,POINT (2.0260528 41.3201285)
11382809937,41.3227533,2.026132,2,,,POINT (2.026132 41.3227533)
11382809938,41.3210675,2.0269999,2,,,POINT (2.0269999 41.3210675)
11382809939,41.3212759,2.0267194,2,,,POINT (2.0267194 41.3212759)
11382809940,41.3211449,2.0268945,2,,,POINT (2.0268945 41.3211449)
11382809941,41.32224,2.0254326,4,,,POINT (2.0254326 41.32224)
11382809942,41.3216617,2.026205,4,,,POINT (2.026205 41.3216617)
11382809943,41.3236922,2.025381,1,,,POINT (2.025381 41.3236922)
11382809945,41.3220366,2.0283035,2,,,POINT (2.0283035 41.3220366)
11382810672,41.3144968,2.0211578,2,crossing,,POINT (2.0211578 41.3144968)
11382810673,41.3144039,2.0212085,2,,,POINT (2.0212085 41.3144039)
11382810674,41.314402,2.0212099,2,,,POINT (2.0212099 41.314402)
11382810675,41.3146107,2.0210861,3,,,POINT (2.0210861 41.3146107)
11382810676,41.3146845,2.0211008,2,,,POINT (2.0211008 41.3146845)
11382810677,41.315185,2.0207018,3,,,POINT (2.0207018 41.315185)
11382810678,41.315208,2.020729,2,,,POINT (2.020729 41.315208)
11382854305,41.3135906,2.0185789,2,traffic_signals,,POINT (2.0185789 41.3135906)
11382926114,41.3234837,2.0256596,2,,,POINT (2.0256596 41.3234837)
11382926120,41.3233707,2.0268351,2,,,POINT (2.0268351 41.3233707)
11382926122,41.3230432,2.02796,2,,,POINT (2.02796 41.3230432)
11383885239,41.3129348,2.025305,2,crossing,,POINT (2.025305 41.3129348)
11383885243,41.3131046,2.0252578,2,crossing,,POINT (2.0252578 41.3131046)
11394244984,41.3255997,2.0139387,2,crossing,,POINT (2.0139387 41.3255997)
11394244985,41.325527,2.0139949,2,crossing,,POINT (2.0139949 41.325527)
11394245015,41.3227065,2.016439,2,crossing,,POINT (2.016439 41.3227065)
11394245020,41.3214709,2.017695,2,crossing,,POINT (2.017695 41.3214709)
11394348070,41.325415,2.0216054,2,,,POINT (2.0216054 41.325415)
11394348076,41.3237036,2.022153,2,,,POINT (2.022153 41.3237036)
11397154243,41.315606,2.0206685,2,crossing,,POINT (2.0206685 41.315606)
11397154248,41.3155288,2.0205711,2,,,POINT (2.0205711 41.3155288)
11423339057,41.3232417,2.0267862,2,,,POINT (2.0267862 41.3232417)
11423339058,41.3212696,2.0256854,3,,,POINT (2.0256854 41.3212696)
11423339059,41.3218507,2.0249391,3,,,POINT (2.0249391 41.3218507)
11564314179,41.3198096,2.0258466,2,,,POINT (2.0258466 41.3198096)
11909547264,41.3218757,2.0286284,2,,,POINT (2.0286284 41.3218757)
11909589172,41.321824,2.0285597,2,,,POINT (2.0285597 41.321824)
12181488524,41.3218524,2.0141788,2,,,POINT (2.0141788 41.3218524)
12346112876,41.3229373,2.0279,2,,,POINT (2.0279 41.3229373)
12346156720,41.3236882,2.024206,4,,,POINT (2.024206 41.3236882)
12346156729,41.3229701,2.030099,2,,,POINT (2.030099 41.3229701)
12346156730,41.322169,2.0268981,3,,,POINT (2.0268981 41.322169)
12346156731,41.3210822,2.024005,2,,,POINT (2.024005 41.3210822)
12372317283,41.3192214,2.0248564,2,speed_camera,,POINT (2.0248564 41.3192214)
